Bevl_1;Bevl_2;Bevl_3;Burn1_1;Burn1_2;Burn1_3;Burn1_4;Mot_Stress_1;Mot_Stress_2;Mot_Stress_4;Onnodige_stress_1;Onnodige_stress_2;Onnodige_stress_3;Onnodige_stress_4;Onnodige_stress_5;Onnodige_stress_6;Onnodige_stress_7;Leefst;Cantrill;Depr_1;Depr_2;Depr_3;Depr_4;Depr_5;Depr_6;Depr_7;Depr_8;StPunt_beh;Cijfer_huidig_1;Vertr;StopInt;Hulp_1;Hulp_2;Hulp_3;Bekendgebruik_1;Bekendgebruik_2;Bekendgebruik_3;Bekendgebruik_4;Bekendgebruik_5;Bekendgebruik_6;Bekendgebruik_7;Cogn_Eng1_1;Cogn_Eng1_2;Cogn_Eng1_3;Cogn_Eng1_4;Cogn_Eng1_5;Cogn_Eng1_6;Cogn_Eng2_1;Cogn_Eng2_2;Cogn_Eng2_3;Cogn_Eng2_4;Cogn_Eng2_5;Cogn_Eng2_6;Cogn_Eng2_7;Cogn_Eng2_8;Partici1_1;Partici1_2;Partici1_3;Partici1_4;Stopint2;Zorg_1;Zorg_2;Zorg_3;Zorg_4;Zorg_5;Zorg_6;Pres_1;Pres_2;Veer_1;Veer_2;Veer_3;Veer_4;Veer_5;Veer_6;Cogregiedocent_1;Cogregiedocent_2;Cogregiedocent_3;Cogregiedocent_4;Cogregiedocent_5;Cogregiedocent_6;Extr_eng2_1;Extr_eng2_2;Extr_eng2_3;Soc_veilig;Soc_veilig_stelling_1;Soc_veilig_stelling_2;Soc_veilig_stelling_3;Soc_veilig_stelling_4;Soc_veilig_stelling_5;Domein;Geslacht;Leeftijd;Locatie;Studiejaar;Uitwissel;Vooropleid;Woonsit
3;4;4;3;2;3;2;4.2;4.2;4.2;2;4;3;2;3;2;;5;4.6;2.33;2.33;1;3.67;2.33;3.67;2.33;1;25;3.96;1.8;1;1;1;1;3;1;3;5;1;1;1;4;5;3;4;5;5;4;4;5;4;2;5;3;3;3;4;4;3;5;4;4;3;4;3;4;5;4;4;2;2;2;3;2;3;3;4;3;3;3;5;3;3;1;5;4;3;3;4;Creative Business (CB);Vrouw;20;Haarlem;2;5;Ik heb een buitenlandse vooropleiding afgerond (bv. A-levels);Bij mijn ouder(s)/verzorger(s)
3;4;4;3;3;3;3;3.8;3;3.8;3;3;4;4;5;4;3;3;3.8;2.33;3.67;3.67;2.33;2.33;3.67;2.33;3.67;30;4;1.8;1;1;1;1;1;1;3;1;1;5;1;4;4;4;5;5;5;5;4;4;2;4;5;3;4;2;1;1;1;5;3;3;2;5;4;3;2;3;3;4;4;2;2;4;4;4;5;4;4;4;5;4;4;1;5;5;4;4;4;Creative Business (CB);Man;20;Haarlem;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
2;3;3;3;3;4;3;3.8;3;3;4;3;2;3;4;3;3;3;3.4;2.33;2.33;3.67;3.67;2.33;2.33;2.33;2.33;8;3.2;1.8;5;1;1;1;3;1;3;1;1;1;1;3;5;3;4;4;4;4;4;4;2;3;5;2;4;4;1;1;1;5;2;3;4;3;5;2;4;3;3;4;4;4;2;4;3;2;4;3;3;3;3;3;2;3;3;2;2;2;2;Gezondheid, Sport en Welzijn (GSW);Vrouw;26;Den Haag;2;1;Mbo;Met een of enkele huisgenoten / vrienden (geen relatie)
2;2;2;4;2;5;4;3;3.8;1.8;1;3;1;3;1;4;5;5;3.4;3.67;3.67;3.67;2.33;3.67;2.33;3.67;2.33;12;2.96;3.4;5;1;1;3;1;1;5;1;1;1;1;5;3;5;3;1;3;2;3;2;2;2;3;2;2;2;2;2;2;3;4;4;2;2;2;2;2;5;3;3;2;4;2;4;4;2;4;3;3;3;4;4;4;1;4;3;3;4;4;Verloskunde Academie;Vrouw;22;Groningen (Verloskunde Academie);2;1;Anders, namelijk (vul in):;Met een of enkele huisgenoten / vrienden (geen relatie)
2;3;4;4;3;1;3;3.8;5;3.4;3;5;4;;5;5;;4;3.4;3.67;3.67;3.67;5;1;2.33;3.67;3.67;23;3.52;1.8;5;5;1;5;3;1;3;1;1;1;1;5;5;4;5;4;5;5;3;4;3;3;5;1;2;2;1;2;1;5;5;4;3;4;3;2;5;4;1;5;4;4;1;5;5;3;4;2;4;3;3;3;3;1;5;5;2;3;3;Gezondheid, Sport en Welzijn (GSW);Vrouw;20;Haarlem;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
3;4;4;3;4;3;3;3.4;4.2;3.8;4;5;3;4;5;3;3;3;3.8;2.33;3.67;3.67;3.67;1;2.33;2.33;3.67;33;4.08;1.8;1;1;1;1;3;1;1;1;1;1;1;5;4;4;5;4;3;4;3;4;2;4;4;3;3;2;2;1;1;5;1;3;3;4;4;2;5;2;4;4;2;4;2;3;4;4;4;4;3;4;5;4;4;1;4;4;2;4;4;Gezondheid, Sport en Welzijn (GSW);Vrouw;21;Amsterdam;2;1;Vwo;Met mijn partner / een relatie
3;4;3;4;4;3;4;3;4.2;3.8;2;2;2;4;4;4;3;4;2.2;3.67;3.67;3.67;2.33;2.33;2.33;2.33;2.33;29;3.92;1.8;1;1;1;5;1;1;3;1;1;1;1;4;5;2;5;4;4;4;3;4;3;2;5;3;4;2;2;1;1;5;4;3;2;2;2;2;5;4;3;4;4;4;2;3;3;3;5;4;4;4;3;3;3;1;5;4;4;3;3;Onderwijs en Innovatie (ONI);Vrouw;19;Dordrecht;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
3;5;3;2;3;2;2;3.8;4.2;3.8;5;3;2;2;3;2;2;2;4.2;1;2.33;3.67;5;2.33;3.67;1;2.33;35;3.72;1.8;1;1;1;1;3;3;3;1;1;1;1;4;5;2;5;5;5;5;3;3;1;2;5;4;3;3;1;1;1;5;;;;;;;4;2;;;;;;;;;;;;;;;;;;;;;;Gezondheid, Sport en Welzijn (GSW);Man;25;Den Haag;2;1;Mbo;Alleen
2;1;2;5;5;3;4;4.2;5;1.4;3;5;2;5;5;5;3;4;2.2;3.67;5;1;2.33;2.33;1;2.33;2.33;26;4.28;1.8;5;5;1;1;1;1;3;1;1;1;1;5;5;3;5;4;5;4;4;4;3;2;4;4;2;4;1;1;1;5;4;1;5;1;1;3;3;5;4;2;1;3;4;2;2;2;4;2;4;3;4;3;4;1;5;4;4;3;4;Onderwijs en Innovatie (ONI);Man;54;Den Haag;2;1;Anders, namelijk (vul in):;Met mijn partner / een relatie
4;3;3;3;4;4;3;2.6;4.2;3;2;3;3;4;5;4;1;3;3.8;2.33;3.67;2.33;2.33;1;2.33;2.33;3.67;0;3.2;1.8;5;1;1;3;3;1;5;1;3;1;1;4;5;3;4;4;4;4;3;4;4;3;5;3;3;5;2;3;2;5;4;3;5;2;3;2;5;3;4;3;4;4;4;3;4;3;4;4;4;3;3;3;2;3;4;5;4;3;4;Creative Business (CB);Vrouw;22;Diemen;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
3;4;5;4;5;4;4;4.2;4.6;3.4;5;4;5;5;5;5;4;4;3.4;2.33;3.67;3.67;3.67;2.33;2.33;2.33;3.67;15;4.08;2.6;1;1;1;1;3;1;5;1;1;1;1;5;5;4;5;4;4;3;4;4;3;2;4;2;3;1;1;1;1;5;3;4;3;2;1;2;4;4;2;4;4;4;3;4;5;3;4;4;4;4;4;3;2;3;5;3;2;3;3;Onderwijs en Innovatie (ONI);Vrouw;26;Alkmaar;2;1;Havo;Met mijn partner / een relatie
2;2;2;4;3;4;4;2.2;3;2.6;4;4;4;3;4;4;3;4;3.4;3.67;2.33;1;2.33;3.67;2.33;3.67;2.33;35;3.68;1.8;5;1;1;1;5;3;3;3;1;3;1;4;4;3;4;1;3;2;2;2;3;2;4;1;2;2;4;1;1;5;1;2;2;2;2;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;4;2;3;3;4;3;4;3;3;Creative Business (CB);Vrouw;19;Rotterdam;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
4;4;4;3;3;4;3;3.8;3.8;4.2;2;3;2;3;3;3;2;3;3.4;2.33;2.33;3.67;2.33;3.67;2.33;2.33;2.33;35;3.96;1.8;1;3;1;1;3;1;5;1;1;1;1;4;4;4;4;4;4;4;4;4;3;2;4;3;4;3;1;1;1;5;2;3;2;2;2;3;4;3;4;4;3;3;4;3;3;2;4;3;4;4;4;4;3;1;4;4;4;3;3;Agri, Food and Life Sciences (AFL);Vrouw;18;Amsterdam;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
2;3;3;4;4;5;3;2.6;4.6;3.4;;4;4;1;4;;1;2;2.2;3.67;5;2.33;2.33;2.33;2.33;2.33;3.67;37;3.92;2.6;1;5;1;5;5;1;3;1;1;1;1;4;3;4;3;3;3;4;4;4;1;2;5;1;3;1;1;2;1;5;4;3;3;2;3;4;3;5;4;3;2;4;2;3;3;5;2;5;5;3;4;3;5;1;4;3;2;3;5;Business, Finance and Law (BFL);Man;24;Rotterdam;2;1;Anders, namelijk (vul in):;Bij mijn ouder(s)/verzorger(s)
4;4;3;2;2;2;1;4.6;3.4;4.2;3;3;4;3;4;3;4;3;4.2;1;1;2.33;3.67;1;3.67;1;1;12;4;1.8;1;3;1;1;3;1;1;1;1;1;1;5;5;3;5;5;5;4;4;5;4;3;5;3;3;3;1;4;1;5;3;1;4;2;1;1;5;4;5;2;2;2;4;2;4;4;4;4;4;4;3;3;4;1;5;5;3;4;4;Onderwijs en Innovatie (ONI);Vrouw;56;Rotterdam;2;1;Havo;Met mijn partner / een relatie
3;4;5;5;5;5;3;5;5;3.4;3;4;4;5;5;5;1;4;3.4;3.67;5;3.67;2.33;2.33;2.33;3.67;3.67;25;3.8;1.8;5;1;1;3;3;1;3;3;1;1;1;5;5;1;5;3;1;2;1;2;5;3;5;2;3;2;5;5;3;3;2;1;1;4;5;5;5;4;2;5;5;5;2;5;4;5;4;3;4;3;4;3;4;5;2;1;4;1;1;Creative Business (CB);Vrouw;20;Haarlem;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
4;3;2;5;4;5;5;4.2;4.6;3.4;5;3;5;5;5;5;1;3;3.8;1;1;2.33;3.67;2.33;3.67;1;1;0;1.76;5;1;1;3;1;3;3;3;1;1;1;1;2;3;2;5;3;1;2;3;2;2;2;5;3;2;3;2;1;1;5;4;5;5;3;5;5;5;3;4;3;2;3;3;3;2;2;3;2;2;2;1;1;1;1;2;1;2;2;2;Gezondheid, Sport en Welzijn (GSW);Vrouw;25;Amsterdam;2;1;Mbo;Alleen
4;4;3;1;1;1;2;4.2;1.4;4.2;3;1;1;1;1;1;1;3;4.2;1;1;2.33;3.67;1;5;1;1;42;4.04;1.8;1;1;1;1;5;1;1;1;1;1;1;3;4;2;4;5;5;4;4;4;4;4;4;4;4;4;4;1;4;5;2;1;1;1;3;1;3;2;5;2;1;1;4;1;5;3;5;4;5;5;4;2;2;1;5;5;5;4;5;Techniek, Ontwerpen en Informatica (TOI);Man;21;Alkmaar;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
3;3;3;3;2;3;2;4.2;4.6;3.8;1;4;1;3;3;3;5;4;3.8;1;2.33;3.67;3.67;2.33;3.67;2.33;2.33;53;4;2.6;5;3;1;3;1;1;1;1;1;1;1;5;3;3;5;5;4;4;3;3;3;3;5;3;3;3;1;1;1;5;2;2;2;1;1;1;5;4;4;2;2;2;4;2;4;4;3;3;4;4;3;3;3;1;4;4;3;3;4;Onderwijs en Innovatie (ONI);Vrouw;36;Rotterdam;2;1;Mbo;Met mijn partner / een relatie
4;5;4;3;3;1;1;4.6;3.4;4.2;2;2;2;2;3;2;1;5;3.8;1;1;2.33;2.33;2.33;3.67;1;1;39;3.8;1.8;1;1;1;1;3;1;3;3;1;1;1;5;5;2;5;4;5;3;3;1;2;3;5;3;5;5;4;1;3;5;1;2;1;1;4;1;5;4;4;1;2;2;4;1;4;4;5;4;4;4;5;4;3;1;4;2;4;4;5;Techniek, Ontwerpen en Informatica (TOI);Man;21;Haarlem;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
2;3;4;4;4;3;3;3.8;4.6;3.4;4;4;2;5;2;4;5;3;3.4;2.33;3.67;3.67;2.33;2.33;2.33;2.33;3.67;62;3.88;3.4;5;5;1;3;1;1;5;1;3;3;1;4;4;4;4;2;2;3;3;2;2;3;4;4;3;2;1;2;1;3;4;2;3;4;1;2;4;4;4;2;3;1;4;2;4;3;3;2;3;3;2;3;3;1;3;3;4;3;3;Onderwijs en Innovatie (ONI);Vrouw;35;Dordrecht;2;1;Mbo;Met mijn partner / een relatie
3;4;3;3;2;1;2;3.4;3.4;3.4;2;3;1;;;3;;3;3;2.33;2.33;1;3.67;2.33;3.67;2.33;3.67;70;3.16;1.8;1;5;1;5;5;1;5;1;1;3;5;3;2;5;4;4;5;4;4;3;2;4;3;3;3;2;1;1;1;5;4;2;3;3;3;2;5;3;3;5;5;3;3;3;5;5;4;3;4;4;5;5;5;1;5;5;5;5;5;Gezondheid, Sport en Welzijn (GSW);Vrouw;29;Amsterdam;2;1;Mbo;Alleen
2;3;3;3;4;4;4;2.6;3.8;3;3;4;3;5;5;4;5;3;3;2.33;3.67;5;3.67;1;3.67;2.33;3.67;8;3.88;1.8;5;1;5;5;3;1;5;1;1;1;1;3;4;4;3;4;3;4;4;4;2;2;5;2;2;1;1;1;1;5;4;2;3;4;5;5;3;4;2;4;3;4;2;3;3;2;4;4;4;4;3;3;3;1;3;2;3;3;4;Gezondheid, Sport en Welzijn (GSW);Vrouw;21;Den Haag;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
2;4;4;4;3;3;4;4.6;3.8;3.8;4;3;5;3;4;3;1;4;3.8;2.33;3.67;3.67;3.67;3.67;3.67;3.67;2.33;39;3.72;1.8;5;3;3;1;3;3;5;1;3;1;1;5;5;1;5;4;3;4;3;5;3;4;5;3;3;3;1;1;1;5;4;3;3;3;4;4;5;5;4;3;3;5;3;4;4;3;4;4;3;3;4;3;4;5;3;2;4;3;3;Gezondheid, Sport en Welzijn (GSW);Man;18;Rotterdam;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
2;2;4;4;4;2;4;3.4;4.6;3;;;;5;;4;;3;3.4;2.33;3.67;2.33;3.67;1;2.33;1;3.67;35;4.4;1.8;1;1;1;1;3;1;1;1;1;1;1;4;4;4;5;2;4;4;5;4;4;3;4;4;4;3;1;1;3;5;2;4;4;1;1;1;4;5;4;3;2;2;4;2;4;4;5;2;4;4;4;2;2;1;5;5;2;3;3;Gezondheid, Sport en Welzijn (GSW);Man;41;Amsterdam;2;1;Anders, namelijk (vul in):;Met mijn partner / een relatie
2;2;3;3;4;3;3;3;4.2;3.4;4;5;2;5;3;5;4;4;3.8;1;2.33;2.33;3.67;1;3.67;1;2.33;20;3.84;3.4;1;5;1;5;1;1;5;1;1;1;1;5;5;4;5;5;4;3;2;2;1;2;3;2;3;3;3;1;1;5;4;2;4;3;1;1;5;4;3;4;4;5;2;4;2;1;3;3;3;4;4;2;3;1;5;4;3;5;5;Onderwijs en Innovatie (ONI);Vrouw;41;Dordrecht;2;1;Anders, namelijk (vul in):;Met mijn partner / een relatie
3;5;4;3;2;3;2;4.2;4.6;4.2;;;;3;3;4;5;4;3.8;1;2.33;2.33;3.67;1;3.67;2.33;2.33;21;3.68;1.8;1;5;1;1;3;1;5;1;1;3;1;4;3;4;4;5;5;3;4;3;3;3;4;3;4;3;2;3;1;5;4;3;3;2;1;3;4;3;4;4;3;4;2;3;3;3;3;3;4;4;2;2;2;1;4;4;3;3;4;Onderwijs en Innovatie (ONI);Vrouw;45;Alkmaar;2;1;Mbo;Met mijn partner / een relatie
3;4;3;3;2;4;4;3.8;3.4;3.8;3;5;3;3;3;4;1;4;3.4;2.33;3.67;2.33;3.67;2.33;3.67;2.33;5;29;4.04;1.8;1;1;1;1;3;1;1;1;1;1;3;4;4;3;4;4;4;4;4;4;4;2;4;3;3;2;2;2;1;5;2;2;3;3;3;1;4;3;2;4;3;4;4;4;3;3;4;3;4;3;4;3;2;1;4;4;2;3;3;Onderwijs en Innovatie (ONI);Vrouw;19;Haarlem;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
3;4;3;4;3;3;3;3.8;3.8;2.6;;3;;5;5;5;;4;3.4;2.33;3.67;2.33;3.67;2.33;3.67;2.33;3.67;0;2.2;4.2;5;3;1;1;5;3;3;1;1;1;5;4;5;4;5;5;5;5;5;5;5;5;5;4;5;5;5;1;1;5;5;3;4;4;4;1;5;3;2;4;4;4;2;2;5;5;5;4;5;4;5;3;4;1;5;5;2;2;2;Gezondheid, Sport en Welzijn (GSW);Vrouw;28;Amsterdam;2;1;Havo;Alleen
3;4;3;3;2;3;3;3.8;3.4;3.8;5;3;5;1;1;2;3;4;3.4;2.33;3.67;3.67;2.33;3.67;2.33;3.67;3.67;6;3.4;2.6;1;3;1;5;1;1;5;1;1;1;1;3;4;4;4;3;3;3;2;3;2;3;4;3;3;1;2;2;1;5;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;Gezondheid, Sport en Welzijn (GSW);Vrouw;24;Amsterdam;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
3;4;3;3;4;4;3;4.2;4.2;4.2;3;2;2;3;3;3;2;4;3.8;2.33;2.33;3.67;3.67;3.67;3.67;2.33;2.33;7;4.2;1.8;1;1;1;5;3;1;3;1;1;1;1;4;5;2;5;3;3;3;2;1;2;3;5;3;4;2;1;1;1;5;2;4;2;4;5;3;3;3;3;3;3;3;3;3;4;3;4;4;4;3;4;3;4;3;4;3;3;3;3;Gezondheid, Sport en Welzijn (GSW);Vrouw;22;Den Haag;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
4;5;4;2;1;3;1;4.6;3.4;4.6;;;1;1;2;;1;4;4.2;2.33;2.33;2.33;3.67;1;3.67;2.33;1;60;3.84;1.8;1;1;1;1;5;1;5;1;1;1;1;5;3;2;5;5;5;4;4;4;5;3;5;3;4;2;3;3;1;5;1;1;1;1;1;1;3;3;4;2;2;2;3;2;5;5;5;4;5;4;5;4;3;1;5;5;5;3;4;Gezondheid, Sport en Welzijn (GSW);Vrouw;37;Alkmaar;2;1;Mbo;Met mijn partner / een relatie
4;4;4;2;2;2;2;4.2;3;4.6;3;3;3;3;3;3;3;4;3.8;2.33;1;2.33;3.67;1;3.67;2.33;2.33;150;3.84;1.8;1;1;1;1;3;3;3;1;1;1;1;4;4;2;4;4;4;3;3;4;3;3;4;1;3;2;1;3;1;5;2;2;2;2;2;2;4;2;2;2;2;2;4;2;4;4;4;2;2;3;3;3;3;1;4;3;4;3;3;Gezondheid, Sport en Welzijn (GSW);Vrouw;53;Alkmaar;2;1;Mbo;Anders
4;4;4;2;3;4;2;3.8;4.2;4.6;2;4;2;3;4;4;2;4;3.8;1;1;3.67;5;1;3.67;1;3.67;39;3.4;1.8;1;1;1;1;3;1;3;1;3;1;1;5;5;4;5;5;3;5;5;5;4;3;5;2;4;3;5;1;1;5;2;2;2;2;1;1;4;4;4;2;2;4;4;2;4;3;4;3;3;4;4;4;4;1;4;2;2;4;4;Onderwijs en Innovatie (ONI);Vrouw;42;Alkmaar;2;1;Mbo;Met mijn partner / een relatie
1;3;3;4;3;5;4;2.2;3.8;3;2;2;2;2;3;3;1;4;2.6;5;5;2.33;1;3.67;2.33;5;3.67;102;4;2.6;5;1;1;5;3;3;3;1;1;1;1;2;4;5;4;3;4;4;2;3;4;1;3;3;4;3;1;1;1;3;2;5;4;4;5;2;4;3;1;4;5;2;4;5;3;4;4;4;4;3;4;4;4;1;4;4;4;2;3;Techniek, Ontwerpen en Informatica (TOI);Man;22;Alkmaar;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
2;3;4;3;2;4;3;3.4;3.8;3;5;5;5;5;5;5;5;4;3.8;1;2.33;2.33;2.33;2.33;3.67;1;2.33;42;3.72;1.8;5;5;1;1;3;1;5;3;3;3;3;3;5;3;5;3;2;4;2;5;4;3;5;3;2;5;5;2;2;3;4;3;5;1;1;4;4;5;3;3;4;4;4;3;2;3;3;1;1;2;1;1;1;3;3;2;2;1;1;Business, Finance and Law (BFL);Man;20;Rotterdam;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
2;3;2;4;2;1;3;2.6;3.8;2.6;2;2;2;3;3;3;2;4;3.4;1;2.33;1;3.67;3.67;3.67;2.33;2.33;47;4.2;1.8;5;5;3;1;1;1;1;1;1;1;1;4;3;3;4;3;3;4;4;4;2;3;3;3;3;3;1;1;1;5;4;2;3;2;1;2;4;5;4;3;2;2;3;3;4;2;4;3;3;3;4;3;3;1;4;4;4;3;3;Onderwijs en Innovatie (ONI);Vrouw;38;Rotterdam;2;1;Anders, namelijk (vul in):;Met mijn partner / een relatie
3;4;3;3;2;2;3;2.6;2.2;3.8;1;2;1;3;3;3;1;4;3.8;2.33;3.67;3.67;3.67;1;3.67;1;3.67;43;3.6;1.8;5;1;1;1;3;3;3;3;1;1;1;3;5;3;4;4;4;4;4;4;3;2;5;2;4;3;1;1;1;5;3;2;1;3;2;3;3;3;4;3;3;4;4;3;4;4;3;4;4;4;4;4;4;1;4;3;3;4;4;Techniek, Ontwerpen en Informatica (TOI);Man;18;Alkmaar;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
3;4;4;2;2;2;3;4.6;2.2;4.6;2;3;2;3;3;3;2;4;3.8;1;1;1;3.67;1;5;1;2.33;45;4.4;1.8;1;1;1;3;3;1;3;1;1;5;1;5;5;1;4;5;5;4;4;4;4;3;5;3;4;2;1;1;1;5;2;2;2;2;3;3;4;3;4;2;2;3;4;2;3;4;4;4;4;3;4;4;4;1;4;4;4;4;4;Creative Business (CB);Vrouw;23;Rotterdam;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
2;3;4;4;4;5;4;5;4.2;1;1;5;2;5;5;5;1;4;3.8;2.33;2.33;2.33;5;1;5;2.33;2.33;30;3.8;1.8;5;1;1;1;3;3;3;1;1;1;1;5;5;2;5;3;5;4;4;3;4;2;3;3;2;5;2;4;1;3;2;1;5;2;1;1;5;4;4;1;1;1;5;1;2;4;1;2;3;3;4;1;2;1;5;5;4;2;2;Gezondheid, Sport en Welzijn (GSW);Vrouw;24;Amsterdam;2;1;Anders, namelijk (vul in):;Met mijn partner / een relatie
3;4;3;4;4;4;4;3.4;4.6;3.4;5;4;4;5;4;5;4;4;3.8;2.33;3.67;2.33;5;1;5;2.33;3.67;23;3.96;2.6;5;3;1;1;3;3;5;3;1;1;1;4;4;3;3;4;4;4;4;4;4;3;3;3;3;4;3;3;3;5;5;3;3;5;5;4;5;4;4;4;3;5;3;3;4;3;3;3;3;3;4;4;3;1;5;5;2;3;3;Creative Business (CB);Vrouw;19;Diemen;2;1;Vwo;Bij mijn ouder(s)/verzorger(s)
3;4;4;3;3;2;1;4.2;4.2;4.2;2;3;2;4;4;4;1;5;3.8;2.33;2.33;2.33;3.67;2.33;3.67;2.33;2.33;23;3.8;2.6;1;5;5;3;1;1;5;1;1;1;1;5;4;3;4;4;4;4;4;3;1;4;5;4;4;3;2;3;3;5;2;3;2;4;4;2;4;5;2;4;4;4;3;4;3;3;4;4;4;4;4;3;3;1;4;4;2;3;3;Verloskunde Academie;Vrouw;22;Groningen (Verloskunde Academie);2;1;Havo;Alleen
2;3;3;4;3;3;2;3.8;3.4;3.4;2;2;2;3;2;2;3;4;3.8;2.33;2.33;1;2.33;2.33;2.33;2.33;3.67;35;3.92;1.8;1;1;1;1;3;1;3;1;3;1;3;4;5;4;5;4;3;3;2;3;3;2;5;3;4;1;1;1;1;5;4;4;2;3;3;1;5;4;4;3;2;4;4;2;1;2;4;5;4;4;5;3;3;3;3;1;4;3;3;Gezondheid, Sport en Welzijn (GSW);Man;21;Den Haag;2;1;Mbo;Bij mijn ouder(s)/verzorger(s)
3;4;4;3;3;4;3;3.8;2.2;4.2;1;3;2;3;4;4;3;4;3.8;1;3.67;1;3.67;1;3.67;1;2.33;30;4;1.8;1;3;3;3;5;1;5;3;1;1;1;4;4;3;4;4;4;5;5;4;4;4;4;3;4;4;5;3;1;5;3;2;3;1;2;2;3;4;4;3;3;2;3;2;4;4;4;4;4;4;5;4;4;1;5;5;5;5;5;Gezondheid, Sport en Welzijn (GSW);Vrouw;20;Amsterdam;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
2;3;3;4;3;2;4;2.6;3.8;3.4;3;3;5;4;3;5;5;4;3;3.67;3.67;2.33;2.33;1;1;2.33;5;35;3.84;2.6;1;3;1;5;3;1;5;1;1;1;1;3;4;5;3;3;3;3;2;4;3;3;5;3;3;1;1;2;2;5;3;2;4;1;1;4;4;4;1;5;5;4;1;4;3;3;5;2;4;3;4;2;2;1;1;2;2;2;2;Techniek, Ontwerpen en Informatica (TOI);Vrouw;19;Alkmaar;2;1;Havo;Bij mijn ouder(s)/verzorger(s)
4;4;3;3;2;3;4;3.4;4.2;3.4;2;2;2;2;3;3;1;4;3.8;2.33;3.67;2.33;3.67;1;3.67;2.33;5;5;3.8;5;5;3;1;3;3;1;3;1;1;1;5;4;4;4;5;5;5;4;4;4;3;4;4;3;4;4;5;2;2;5;4;2;2;3;2;2;5;5;4;2;2;3;4;3;4;5;4;4;4;4;4;3;4;1;5;5;5;4;4;Gezondheid, Sport en Welzijn (GSW);Vrouw;47;Rotterdam;2;1;Havo;Anders
3;2;2;5;5;4;4;3.8;5;1.4;4;5;4;5;5;5;4;3;3;5;5;5;2.33;3.67;1;5;5;15;3.56;1.8;5;1;1;5;3;1;5;1;1;1;1;4;4;3;4;2;1;4;4;4;3;2;2;2;4;5;5;3;1;5;;;;;;;4;5;;;;;;;;;;;;;;;;;;;;;;Business, Finance and Law (BFL);Vrouw;21;Alkmaar;2;1;Mbo;Met mijn partner / een relatie
3;4;2;4;4;4;3;4.2;4.6;3.4;2;4;;;;;3;2;3;1;2.33;1;2.33;1;3.67;2.33;1;38;3.64;1.8;1;1;1;1;5;1;5;5;5;5;3;4;4;3;4;4;4;4;3;4;3;2;5;3;3;3;3;4;2;5;4;2;2;2;3;1;5;4;5;1;1;1;5;1;4;5;4;4;4;4;5;3;3;3;4;3;2;3;3;Techniek, Ontwerpen en Informatica (TOI);Vrouw;20;Haarlem;2;5;Anders, namelijk (vul in):;Met mijn partner / een relatie
4;4;3;2;1;1;1;4.6;1.8;4.2;1;2;1;1;2;2;1;4;5;1;1;1;5;1;5;1;1;20;3.8;1.8;5;1;1;1;1;1;3;1;1;1;1;4;3;2;5;5;5;3;3;2;2;1;3;3;3;2;1;1;1;5;;;;;;;4;3;;;;;;;;;;;;;;;;;;;;;;Gezondheid, Sport en Welzijn (GSW);Man;55;Amsterdam;2;1;Ik heb een buitenlandse vooropleiding afgerond (bv. A-levels);Met mijn partner / een relatie
2;3;4;4;3;5;1;3.8;4.6;1.8;3;3;2;5;;5;;4;2.6;3.67;5;3.67;2.33;1;2.33;2.33;3.67;64;3.8;1.8;1;1;1;1;3;1;5;3;1;1;5;4;4;3;4;3;2;4;4;3;2;3;4;2;2;1;1;1;1;5;5;2;4;1;1;1;4;5;2;4;4;4;4;2;5;5;3;2;3;2;2;1;1;1;4;4;4;4;4;Onderwijs en Innovatie (ONI);Vrouw;40;Dordrecht;2;1;Anders, namelijk (vul in):;Met mijn partner / een relatie
3;4;4;3;4;3;2;3.8;4.2;3.4;3;4;4;5;5;4;5;4;3.4;2.33;3.67;3.67;2.33;1;2.33;2.33;3.67;37;3.92;1.8;5;3;1;1;3;1;3;3;1;1;1;4;5;3;4;4;4;4;4;4;3;2;5;5;4;4;4;2;3;5;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;Techniek, Ontwerpen en Informatica (TOI);Man;19;Alkmaar;2;1;Vwo;Bij mijn ouder(s)/verzorger(s)
