StudentID;Jaar;Bevl_1;Bevl_2;Bevl_3;Burn1_1;Burn1_2;Burn1_3;Burn1_4;Mot_Stress_1;Mot_Stress_2;Mot_Stress_4;Onnodige_stress_1;Onnodige_stress_2;Onnodige_stress_3;Onnodige_stress_4;Onnodige_stress_5;Onnodige_stress_6;Onnodige_stress_7;Onnodige_stress_8;Onnodige_stress_9;Onnodige_stress_10;Leefst;Cantrill_1;Q297_1;Depr_1;Depr_2;Depr_3;Depr_4;Depr_5;Depr_6;Depr_7;Depr_8;Studiejaar;StPunt_beh;Cijfer_huidig_1;Vertr;StopInt;Hulp_1;Hulp_2;Hulp_3;Bekendgebruik_1;Bekendgebruik_2;Bekendgebruik_3;Bekendgebruik_4;Bekendgebruik_5;Bekendgebruik_6;Bekendgebruik_7;Cogn_Eng1_1;Cogn_Eng1_2;Cogn_Eng1_3;Cogn_Eng1_4;Cogn_Eng1_5;Cogn_Eng1_6;Cogn_Eng2_1;Cogn_Eng2_2;Cogn_Eng2_3;Cogn_Eng2_4;Cogn_Eng2_5;Cogn_Eng2_6;Cogn_Eng2_7;Cogn_Eng2_8;Partici1_1;Partici1_2;Partici1_3;Partici1_4;Geslacht;Leeftijd;Vooropleid;Locatie;Domein;Opleidingsvorm;Stopint2;Betrok_Ouders;Werk_1;Uitwissel
797;2025;3;4;4;3;2;3;2;3.8;3.4;3.8;;3;3;4;3;4;;4;5;5;4;3;3.8;3.67;3.67;1;2.33;3.67;2.33;3.67;3.67;2;5;3.6;1;0;3;1;1;3;3;3;5;1;1;1;5;4;3;4;4;4;4;4;3;4;3;4;4;4;4;4;2;2;Vrouw;20;Havo;Amsterdam;Creative Business (CB);Voltijd;5;4;1.64;0
798;2025;2;4;4;3;4;3;3;4.2;3.4;3.8;4;3;3;4;4;3;1;3;1;5;4;4.2;3.8;2.33;2.33;2.33;3.67;2.33;3.67;2.33;2.33;2;4;3.76;2.6;0;1;1;1;3;3;3;1;3;1;1;3;4;3;3;4;5;4;3;3;4;4;5;4;4;2;1;2;1;Vrouw;19;Havo;Amsterdam;Agri, Food and Life Sciences (AFL);Voltijd;5;2;1.8;0
799;2025;4;4;4;2;2;3;2;3.8;1.8;3.8;3;4;;1;;;1;1;;3;4;3.8;3.8;1;2.33;2.33;3.67;1;3.67;2.33;2.33;2;3.33;4.44;1;0;1;1;1;3;3;3;1;1;1;1;3;5;2;5;5;4;5;4;4;4;3;5;4;4;2;1;1;3;Vrouw;21;Havo;Amsterdam;Agri, Food and Life Sciences (AFL);Voltijd;5;3;1.96;0
800;2025;3;4;2;4;5;4;5;2.6;3.8;2.2;4;3;2;5;5;2;2;1;3;1;3;1.8;3.4;2.33;3.67;3.67;2.33;2.33;1;2.33;3.67;2;3.13;3.56;1;0;1;1;1;3;3;3;3;3;1;1;3;4;2;2;4;5;4;5;5;3;2;4;4;5;3;4;3;3;Vrouw;20;Havo;Amsterdam;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;2;2.04;1
801;2025;2;3;3;4;4;3;2;3.4;2.2;3.4;5;4;2;2;4;1;2;3;4;1;3;3.8;3.4;1;1;2.33;2.33;1;3.67;2.33;2.33;2;3;3.8;1;0;5;1;1;3;3;3;3;1;1;1;3;5;3;3;4;5;4;4;3;4;3;5;4;3;2;1;2;1;Man;21;Havo;Amsterdam;Creative Business (CB);Voltijd;5;3;3.4;0
802;2025;3;5;4;3;2;3;2;4.2;3.8;4.6;;4;;4;4;;;2;3;2;4;4.6;3.8;1;2.33;2.33;5;1;5;2.33;2.33;2;3;4.04;1;0;1;1;1;3;3;3;1;1;1;1;5;5;2;5;5;5;4;4;4;3;3;5;4;4;3;1;1;1;Vrouw;27;Anders, namelijk (vul in):;Amsterdam;Gezondheid, Sport en Welzijn (GSW);Duaal;5;4;3.48;0
803;2025;3;4;4;3;2;4;4;3.8;4.2;3.4;5;5;5;5;5;4;3;4;4;2;2;3;3;2.33;3.67;3.67;2.33;3.67;2.33;2.33;3.67;2;3;3.8;1;0;3;5;3;3;3;5;1;1;1;1;4;4;3;4;4;5;2;2;2;2;2;4;4;4;4;4;4;4;Man;23;Vwo;Amsterdam;Agri, Food and Life Sciences (AFL);Voltijd;5;3;2.68;0
804;2025;3;3;2;3;3;4;4;2.2;3.8;3;3;3;4;4;5;4;;4;4;3;3;3.4;4.2;2.33;2.33;2.33;3.67;2.33;3.67;2.33;3.67;2;2.4;3.8;1;1;5;1;5;3;1;3;1;1;1;1;3;4;3;4;3;4;3;3;4;4;4;4;3;4;2;3;2;1;Vrouw;18;Havo;Amsterdam;Gezondheid, Sport en Welzijn (GSW);Voltijd;3;4;1.8;0
805;2025;2;4;4;3;4;2;2;4.2;4.6;3.4;2;5;;3;;2;3;2;2;;4;2.6;3.8;1;5;3.67;2.33;3.67;2.33;2.33;3.67;2;2.67;3.44;4.2;0;5;1;3;3;5;5;1;1;3;1;5;5;3;5;4;3;4;4;3;2;3;5;4;4;2;1;1;1;Vrouw;49;Anders, namelijk (vul in):;Amsterdam;Gezondheid, Sport en Welzijn (GSW);Duaal;5;2;3;0
806;2025;2;3;2;2;1;1;3;4.6;3;3.8;2;1;2;1;3;2;1;1;1;2;2;4.6;4.2;1;1;1;3.67;1;3.67;1;1;2;3.27;4.2;1;0;3;1;1;3;1;3;5;1;1;1;4;4;1;4;4;4;2;2;3;3;3;5;3;4;2;1;5;2;Vrouw;20;Havo;Amsterdam;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;5;1;1
807;2025;3;4;4;2;4;2;3;3.8;4.2;3.8;3;3;3;4;5;5;3;3;4;2;4;4.2;4.6;2.33;2.33;3.67;3.67;1;3.67;2.33;2.33;2;3.2;3.8;1;0;1;1;1;3;3;5;1;1;1;1;4;4;3;5;4;4;4;3;4;4;3;5;4;3;3;1;3;1;Vrouw;20;Mbo;Amsterdam;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;5;1.8;0
808;2025;3;4;3;3;4;4;3;4.2;4.6;3.8;5;5;3;5;5;5;5;5;5;5;3;3.4;3.8;3.67;3.67;2.33;2.33;2.33;2.33;2.33;2.33;2;6.93;3.92;1;0;1;1;1;3;3;3;3;3;3;3;5;5;1;4;4;4;3;2;2;3;1;3;3;3;2;2;1;1;Vrouw;23;Mbo;Amsterdam;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;3;1.8;0
809;2025;3;4;4;3;3;4;3;3.4;3.8;3.4;3;3;2;2;2;4;2;2;4;4;4;3.4;3.8;3.67;3.67;3.67;2.33;2.33;2.33;2.33;2.33;2;2.67;3.88;1;0;1;1;1;3;3;3;3;1;5;1;4;5;3;3;4;4;4;4;4;4;4;4;3;4;4;3;2;1;Vrouw;20;Vwo;Amsterdam;Creative Business (CB);Voltijd;5;3;1.96;0
810;2025;3;3;3;3;3;3;3;3.4;3.8;3.4;;;;3;3;3;;2;4;3;4;3.8;3.4;2.33;2.33;2.33;3.67;1;3.67;2.33;2.33;2;2.33;3.48;1;0;5;1;1;3;3;3;3;3;3;3;5;5;4;5;4;4;4;4;4;4;4;5;4;4;5;2;3;4;Vrouw;43;Anders, namelijk (vul in):;Amsterdam;Onderwijs en Innovatie (ONI);Deeltijd;5;3;2.92;0
811;2025;3;3;4;2;1;2;3;3.4;2.2;3;;4;2;2;4;4;1;2;4;4;3;3.4;4.2;2.33;2.33;1;3.67;2.33;5;1;2.33;2;3;4;1;0;3;1;5;3;1;3;1;1;1;1;4;3;3;5;3;5;4;4;3;2;4;4;4;3;2;2;4;1;Man;20;Havo;Amsterdam;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;3;1;0
812;2025;2;4;4;4;3;5;4;3.8;4.2;3.8;4;2;1;4;2;4;2;2;3;5;3;3.8;5;2.33;2.33;2.33;3.67;1;3.67;2.33;3.67;2;4;4;1;0;5;1;3;3;3;5;3;1;1;1;4;5;3;5;5;5;5;5;5;4;4;5;4;5;4;5;5;5;Vrouw;26;Havo;Amsterdam;Agri, Food and Life Sciences (AFL);Voltijd;5;5;1.88;0
813;2025;3;4;3;3;2;2;2;3.8;3.8;3.8;1;2;2;3;4;2;2;2;4;5;3;3;4.6;2.33;2.33;1;3.67;1;3.67;1;2.33;2;1.67;3.88;1;0;1;1;1;3;3;3;3;3;3;3;4;4;3;3;4;4;3;4;4;4;3;4;3;3;2;2;2;2;Vrouw;38;Anders, namelijk (vul in):;Amsterdam;Gezondheid, Sport en Welzijn (GSW);Duaal;5;2;3.88;0
814;2025;3;4;4;3;3;4;4;3.4;3.8;3.8;3;3;3;3;4;4;3;2;4;4;4;3.8;4.2;2.33;3.67;1;3.67;2.33;5;2.33;1;2;4;4;1;1;1;1;1;3;3;3;3;1;1;1;3;5;3;5;4;4;5;4;4;4;4;4;4;4;2;1;1;1;Vrouw;18;Havo;Amsterdam;Agri, Food and Life Sciences (AFL);Voltijd;5;4;2.28;0
815;2025;3;4;3;3;3;3;3;3.8;3.8;4.2;;3;;4;4;;;3;3;2;4;3.8;3.8;1;2.33;2.33;2.33;2.33;2.33;2.33;2.33;2;1.67;3.96;1;1;1;1;3;3;1;3;1;1;1;1;4;4;3;4;4;4;4;4;4;4;4;4;3;4;3;1;1;1;Vrouw;42;Anders, namelijk (vul in):;Amsterdam;Gezondheid, Sport en Welzijn (GSW);Duaal;5;3;3.56;0
816;2025;3;3;3;2;2;2;3;3.4;3.8;3.4;4;4;4;5;5;4;5;4;5;4;4;3.8;3.8;2.33;2.33;2.33;3.67;1;3.67;2.33;2.33;2;4.33;3.44;1;0;1;1;1;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;3;5;2;3;3;1;1;2;Man;29;Havo;Amsterdam;Creative Business (CB);Voltijd;5;3;1.8;0
817;2025;1;4;3;4;4;5;4;3.4;3.8;3.8;2;4;;4;4;4;4;3;4;4;3;3;4.2;3.67;5;3.67;2.33;3.67;2.33;2.33;3.67;2;2.67;3.64;2.6;1;1;5;5;3;3;5;1;1;1;1;4;4;3;4;4;3;4;3;3;2;2;5;2;3;1;1;1;1;Vrouw;20;Anders, namelijk (vul in):;Amsterdam;Creative Business (CB);Voltijd;5;4;2.44;0
818;2025;3;4;4;3;3;3;3;4.6;3;4.2;5;3;4;4;5;4;3;5;5;5;4;3.8;3.8;2.33;2.33;2.33;3.67;1;3.67;2.33;2.33;2;6.53;3.88;2.6;0;1;5;5;3;3;5;1;1;1;1;4;4;3;4;4;4;4;4;5;5;3;4;4;4;4;3;3;3;Vrouw;25;Vwo;Amsterdam;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;4;1.72;0
819;2025;4;4;3;3;4;3;3;2.6;3.4;3.4;1;4;3;5;5;3;3;3;5;4;4;2.2;3;1;2.33;2.33;2.33;2.33;2.33;2.33;3.67;2;7.07;3.88;1;0;3;3;3;3;3;3;3;3;3;3;4;3;2;3;2;3;3;2;2;2;3;3;3;3;3;3;3;3;Vrouw;30;Mbo;Amsterdam;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;5;2.2;0
820;2025;2;4;4;4;3;3;4;3.4;4.2;3.4;4;3;4;4;5;5;5;4;4;5;4;4.2;3.8;2.33;2.33;1;3.67;1;3.67;2.33;2.33;2;2.33;3.32;1;0;5;1;5;3;3;3;3;3;3;3;3;2;3;5;3;3;2;2;3;4;4;3;4;4;3;3;2;4;Vrouw;19;Havo;Amsterdam;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;4;2.92;0
821;2025;5;5;5;2;1;1;1;5;1;5;3;1;1;3;;3;1;1;1;1;5;4.6;3.8;2.33;2.33;3.67;5;2.33;5;1;1;2;1.6;4.24;1;0;1;1;1;3;3;3;5;3;3;3;4;4;1;1;1;5;4;4;4;4;4;4;4;4;3;2;2;3;Man;19;Havo;Amsterdam;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;5;2.2;0
822;2025;1;3;2;3;4;5;5;2.6;2.2;3.4;3;5;5;2;3;2;1;1;1;3;3;3.8;3.8;2.33;3.67;3.67;3.67;1;3.67;2.33;2.33;2;3.67;4.24;1;0;3;3;1;3;3;5;1;5;1;1;2;4;1;3;3;4;3;3;3;4;3;5;2;2;3;3;3;3;Vrouw;19;Anders, namelijk (vul in):;Amsterdam;Agri, Food and Life Sciences (AFL);Voltijd;5;2;1.8;0
823;2025;4;5;3;3;5;5;3;4.2;2.6;4.2;3;5;3;2;5;3;5;1;2;3;4;4.2;5;3.67;5;5;3.67;3.67;5;3.67;3.67;2;2;3.8;3.4;0;1;5;1;3;1;1;1;1;3;1;5;4;3;5;4;4;4;2;3;2;1;5;2;1;5;2;2;2;Vrouw;23;Mbo;Amsterdam;Creative Business (CB);Voltijd;5;5;2.28;1
824;2025;3;4;3;1;1;1;2;4.2;2.2;4.2;2;2;2;2;2;3;1;1;2;1;4;4.2;4.6;1;1;2.33;3.67;1;3.67;1;2.33;2;3;4;1;0;1;1;1;3;3;3;1;1;1;1;4;2;1;5;4;5;3;3;3;4;3;5;4;4;2;1;1;1;Man;22;Havo;Amsterdam;Creative Business (CB);Voltijd;5;3;2.2;0
825;2025;4;5;5;2;2;3;2;5;2.2;5;5;3;4;;2;;2;1;4;5;3;4.2;4.6;1;2.33;2.33;3.67;1;3.67;2.33;2.33;2;7.2;3.68;1;0;1;1;1;3;3;5;3;3;1;1;5;4;1;5;5;5;5;5;5;4;5;5;5;5;5;5;1;1;Vrouw;22;Mbo;Amsterdam;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;4;2.76;0
826;2025;4;4;5;1;2;3;1;4.2;3.8;4.2;2;3;3;4;5;2;2;1;3;3;4;4.6;3.4;1;1;1;5;1;3.67;1;2.33;2;2.67;3.8;1;0;1;1;1;3;3;3;3;3;1;1;4;5;2;5;5;5;4;4;3;3;1;5;3;3;2;2;1;1;Vrouw;20;Mbo;Amsterdam;Business, Finance and Law (BFL);Voltijd;5;4;1.8;0
827;2025;3;4;4;2;3;3;3;4.2;2.2;3.8;1;1;1;1;1;1;1;1;1;1;4;5;4.6;1;1;1;3.67;1;3.67;1;1;2;4.33;3.92;1;0;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;3;3;3;3;Vrouw;19;Havo;Amsterdam;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;5;2.36;0
828;2025;3;4;5;3;2;2;2;4.6;4.6;3.8;2;3;2;4;4;4;5;2;4;1;3;4.2;3.8;2.33;2.33;2.33;3.67;1;5;2.33;2.33;2;2.4;3.84;1.8;0;3;1;1;3;3;3;3;3;3;3;5;4;2;5;5;5;5;5;5;5;5;5;5;4;4;3;3;3;Vrouw;22;Mbo;Alkmaar;Onderwijs en Innovatie (ONI);Deeltijd;5;5;3.08;0
829;2025;1;2;2;5;5;5;5;1.4;5;2.2;2;2;2;3;4;5;5;2;5;3;2;2.2;3.8;5;5;3.67;2.33;2.33;2.33;5;5;2;1.87;3.8;4.2;1;5;5;5;3;3;5;1;1;1;1;3;1;5;4;2;1;1;1;1;1;3;4;3;2;1;1;1;1;Vrouw;21;Havo;Alkmaar;Onderwijs en Innovatie (ONI);Voltijd;3;2;2.6;0
830;2025;2;3;3;4;2;3;4;3;3.4;2.6;3;3;2;4;4;5;1;5;3;4;4;4.2;3.4;1;1;2.33;3.67;1;3.67;1;1;2;2.67;3.4;1;0;1;1;1;3;1;3;1;1;1;1;3;5;3;4;3;3;3;2;4;4;2;3;3;3;1;1;3;2;Man;20;Vwo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;3;1.72;0
831;2025;2;4;3;3;4;3;4;1.8;4.2;3.4;2;3;1;2;5;4;4;4;2;3;3;4.6;3.8;1;2.33;2.33;5;1;5;1;2.33;2;1;3.04;1.8;1;1;1;1;3;3;3;1;1;1;1;4;2;3;4;3;4;4;2;4;3;1;5;4;2;1;1;1;2;Man;19;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;3;5;1.8;0
832;2025;3;4;3;3;3;3;2;3.8;4.2;3.4;3;3;3;4;4;4;;2;;2;3;3.8;3.8;2.33;2.33;3.67;3.67;2.33;2.33;2.33;2.33;2;2.67;3.84;1;0;3;1;1;3;1;3;1;1;1;1;4;5;4;5;4;4;4;4;4;2;2;4;2;4;1;1;3;3;Vrouw;18;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;3;1.64;0
833;2025;4;4;4;4;4;3;4;3.8;4.2;3;4;3;2;1;4;4;4;4;4;4;3;3;4.2;2.33;3.67;3.67;2.33;2.33;2.33;2.33;3.67;2;3.33;3.84;1.8;1;1;1;3;3;3;5;5;3;3;1;4;4;3;4;4;4;4;2;3;3;4;5;4;4;4;5;4;2;Man;20;Mbo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;4;2.6;0
834;2025;3;4;4;3;1;2;2;4.2;2.2;3.8;2;4;2;2;2;3;1;2;4;1;3;3.8;5;2.33;2.33;1;3.67;2.33;3.67;1;5;2;6.8;3.96;1;0;1;1;1;3;1;3;1;1;1;1;5;5;4;5;5;5;3;4;2;2;1;3;1;4;1;1;1;1;Man;39;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Deeltijd;5;1;4.2;0
835;2025;2;3;2;4;5;4;4;2.6;4.2;3;2;4;1;3;3;5;2;2;2;1;4;3;4.2;5;3.67;5;1;2.33;2.33;3.67;5;2;2.07;3.4;3.4;1;3;1;5;3;3;5;1;1;1;1;4;4;4;5;3;1;3;2;2;1;1;2;2;3;2;1;1;1;Vrouw;23;Havo;Alkmaar;Onderwijs en Innovatie (ONI);Deeltijd;5;1;2.84;0
836;2025;3;4;4;3;4;3;3;3.4;3.4;3.8;5;3;4;5;4;4;2;2;4;2;4;3.4;4.2;3.67;2.33;1;1;3.67;1;2.33;2.33;2;3.47;3.96;1;0;1;1;1;3;3;3;3;3;3;3;4;4;3;4;4;3;4;2;1;2;3;5;3;3;5;5;5;5;Man;24;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;1;3.4;0
837;2025;2;3;3;3;4;4;4;3;4.2;3.8;1;2;1;2;3;3;4;2;3;;3;3.4;3.8;2.33;3.67;3.67;2.33;2.33;2.33;1;3.67;2;2.87;3.8;2.6;0;5;1;5;3;1;5;1;3;5;5;3;5;5;5;5;5;4;4;3;3;3;4;2;2;2;1;1;2;Vrouw;22;Anders, namelijk (vul in):;Alkmaar;Onderwijs en Innovatie (ONI);Deeltijd;5;2;2.2;0
838;2025;1;3;2;3;2;3;2;3.4;3.8;3.4;;3;;3;4;4;5;2;4;;3;4.2;3.8;1;2.33;3.67;3.67;1;3.67;1;2.33;2;2.2;4.04;3.4;0;3;1;1;3;3;5;1;1;1;3;3;4;5;4;4;5;3;2;4;5;3;5;4;3;4;1;2;1;Vrouw;22;Mbo;Alkmaar;Onderwijs en Innovatie (ONI);Deeltijd;5;4;3;0
839;2025;3;4;3;4;5;5;5;3;4.2;3.4;4;2;3;4;4;5;5;5;4;3;5;3;2.2;3.67;5;5;2.33;3.67;2.33;5;5;2;2.47;3.96;1.8;0;3;5;3;3;3;5;1;1;1;1;3;1;5;4;4;3;3;3;4;4;4;4;3;4;3;1;2;2;Vrouw;23;Havo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;;2.76;0
840;2025;2;4;4;5;5;5;5;3.4;4.6;2.6;4;5;4;5;5;5;5;3;4;;3;2.2;3.4;5;5;3.67;2.33;3.67;2.33;5;5;2;1.8;3.8;5;0;1;1;3;3;5;5;1;1;1;1;5;3;5;5;5;4;4;4;4;2;2;4;4;5;5;1;1;1;Vrouw;21;Mbo;Alkmaar;Onderwijs en Innovatie (ONI);Deeltijd;5;2;3.4;0
841;2025;2;3;2;4;4;3;3;2.6;4.6;2.2;5;5;3;2;4;4;1;2;4;1;3;3;3.4;2.33;2.33;1;2.33;3.67;2.33;2.33;3.67;2;3;3.8;1;1;1;1;1;3;3;3;1;1;1;1;3;4;2;4;3;4;3;3;4;3;2;4;3;3;3;2;2;2;Man;25;Mbo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Deeltijd;5;3;3.56;0
842;2025;2;3;3;4;4;4;2;2.2;4.2;3.4;2;2;2;4;5;4;2;3;4;1;3;3.4;4.6;3.67;2.33;3.67;2.33;1;1;2.33;3.67;2;2.67;3.6;1.8;0;3;1;3;3;3;3;3;3;3;3;3;4;5;4;4;4;4;4;4;4;4;4;4;5;5;5;1;2;Vrouw;20;Mbo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;4;1.08;0
843;2025;3;2;1;4;3;3;4;2.6;3.8;1;3;3;3;4;5;5;4;5;5;5;5;2.6;4.2;3.67;2.33;2.33;2.33;2.33;2.33;2.33;2.33;2;2.67;4;1;1;5;1;5;3;1;5;1;3;1;1;5;4;3;5;3;3;3;3;4;2;3;5;3;3;3;1;4;2;Man;20;Vwo;Alkmaar;Business, Finance and Law (BFL);Voltijd;3;4;1.64;0
844;2025;4;5;5;2;2;3;2;4.2;3.4;4.6;3;2;3;2;2;4;1;2;4;1;3;3.8;3.8;2.33;2.33;2.33;3.67;1;3.67;1;2.33;2;1;4.36;1;0;5;1;1;3;1;3;1;1;1;1;4;5;3;5;5;5;4;2;3;4;4;4;4;5;3;2;4;2;Man;34;Anders, namelijk (vul in):;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Deeltijd;5;;3.24;0
845;2025;5;5;5;2;1;3;5;4.2;3;3.4;5;4;5;3;5;3;3;4;2;;4;4.2;3.4;1;1;1;3.67;1;5;1;3.67;2;3.47;3.88;1;0;1;1;1;3;3;3;3;3;3;3;3;2;1;2;5;5;4;5;4;4;2;5;2;4;2;1;1;1;Man;19;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;4;1;0
846;2025;3;3;3;3;2;3;5;3.4;2.6;3.4;5;3;3;2;3;2;4;3;2;;5;3.8;3.4;1;1;3.67;5;1;5;1;3.67;2;3.2;3.84;2.6;0;1;1;1;3;3;3;1;1;1;1;3;2;2;2;4;4;4;4;3;3;3;5;2;3;2;2;2;2;Man;22;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;4;1.8;0
847;2025;4;4;3;3;3;3;4;3.4;3.4;3.4;3;4;3;4;4;3;3;3;4;2;4;3.8;3.4;2.33;2.33;2.33;3.67;2.33;3.67;2.33;2.33;2;3.47;3.6;1;0;1;1;1;3;3;3;3;3;1;1;4;4;3;4;4;4;4;4;4;4;4;5;4;3;3;3;2;2;Man;18;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;4;2.6;0
848;2025;4;4;4;2;1;1;3;3.8;2.6;4.6;;3;2;3;4;2;2;3;4;1;3;4.2;3.8;2.33;2.33;2.33;3.67;2.33;5;2.33;2.33;2;3.73;3.96;1;0;1;1;1;3;3;3;3;3;3;3;4;4;2;4;5;5;4;4;4;4;5;4;4;5;4;5;2;1;Vrouw;20;Mbo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;5;2.6;0
849;2025;3;4;4;4;3;4;4;2.6;3.4;4.2;2;1;;3;4;3;3;2;3;3;3;3.8;3.4;2.33;2.33;3.67;3.67;1;2.33;2.33;2.33;2;1.87;3.8;2.6;0;1;1;1;3;1;3;1;1;1;1;3;5;3;4;5;4;4;3;3;2;4;5;2;4;2;1;3;2;Vrouw;20;Havo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;4;1.64;0
850;2025;4;3;4;4;3;4;3;4.2;3.8;4.2;3;5;3;;5;5;2;3;5;5;4;3.4;2.2;2.33;3.67;2.33;2.33;2.33;2.33;1;3.67;2;7.27;3.72;2.6;0;1;1;1;3;3;1;1;3;1;1;4;4;4;3;4;4;4;3;4;4;2;5;3;4;4;3;1;1;Man;18;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;2;2.28;0
851;2025;4;4;3;2;2;2;2;4.6;3.8;3.8;4;3;2;3;3;3;2;3;3;5;5;4.2;3.4;2.33;2.33;2.33;2.33;1;2.33;1;1;2;2.33;3.6;1;0;1;1;1;3;1;3;3;1;5;1;5;5;2;4;4;4;4;4;3;4;3;3;3;3;3;2;2;2;Vrouw;20;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;2;1.4;0
852;2025;1;2;2;3;1;2;2;3.4;3.8;4.2;4;4;4;4;4;;2;2;5;4;4;4.2;3.4;2.33;1;2.33;3.67;1;5;2.33;1;2;2;3.6;2.6;0;1;1;1;3;3;3;3;1;5;1;2;3;1;4;4;4;4;4;4;4;3;4;4;2;5;5;5;5;Man;18;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;3;2.92;0
853;2025;3;4;4;4;4;4;5;4.6;4.6;4.2;5;5;4;5;5;5;2;4;5;5;5;4.6;5;1;2.33;1;5;1;5;1;3.67;2;3.07;4.24;1;0;1;1;1;3;3;3;5;1;3;1;4;4;3;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;Man;18;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;3;2.2;0
854;2025;3;4;4;3;2;3;3;4.2;3.4;4.2;;;;;4;;3;4;3;1;2;3.8;3.4;1;2.33;2.33;2.33;1;2.33;1;2.33;2;2;3.4;2.6;0;1;1;1;3;3;5;1;1;1;1;4;5;3;5;4;5;4;4;3;4;3;5;3;4;4;1;1;1;Man;22;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;1;2.2;0
855;2025;1;2;3;3;4;4;4;3.4;3.4;3.4;1;1;1;4;4;3;1;4;4;2;4;3.8;3.8;2.33;1;1;3.67;1;3.67;1;2.33;2;2.33;3.8;1;1;1;1;1;3;1;3;1;1;1;1;5;3;3;4;3;4;4;4;4;3;1;5;1;4;1;1;1;1;Vrouw;18;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;4;1.8;0
856;2025;3;3;3;3;3;3;3;3.8;3.8;3.8;1;1;1;3;3;3;1;4;2;1;3;3.8;3.8;2.33;2.33;3.67;3.67;2.33;3.67;2.33;2.33;2;6.67;4.2;1;0;1;1;1;3;1;1;1;1;1;1;3;2;3;5;4;4;4;4;4;4;3;5;3;4;2;1;1;3;Man;19;Havo;Alkmaar;Business, Finance and Law (BFL);Voltijd;5;4;1.64;0
857;2025;3;3;2;3;2;3;2;3;3.4;3;1;1;1;2;3;3;3;3;4;2;4;3.4;4.2;2.33;3.67;3.67;3.67;3.67;2.33;2.33;3.67;2;2.33;4.08;2.6;0;3;3;3;3;1;5;1;1;1;1;4;5;4;4;3;3;2;2;2;1;4;5;3;4;2;2;1;1;Vrouw;29;Mbo;Alkmaar;Gezondheid, Sport en Welzijn (GSW);Voltijd;5;3;1.32;0
858;2025;2;3;3;5;4;4;3;1.8;4.6;1.8;4;4;1;5;5;4;;5;5;1;4;3.4;4.2;3.67;5;3.67;2.33;2.33;2.33;2.33;3.67;2;3.4;4.2;2.6;1;1;1;3;3;3;5;1;1;1;1;5;5;3;4;2;4;4;3;4;4;4;5;4;3;4;4;2;3;Man;20;Vwo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;3;3;3.4;0
859;2025;2;3;4;4;5;5;4;4.2;5;3;5;3;3;4;5;2;5;4;5;5;2;1.8;3.8;3.67;3.67;3.67;2.33;3.67;2.33;3.67;3.67;2;4;4.32;1;0;1;1;1;3;3;3;1;1;1;1;5;4;2;4;3;4;4;4;3;4;3;4;3;4;1;1;1;1;Vrouw;20;Havo;Alkmaar;Techniek, Ontwerpen en Informatica (TOI);Voltijd;5;4;1;0
